id,title,description,tiny_description,short_description,medium_description,long_description,price,shelf_time,campus_id,last_update,archived,taxable,category_names,vendor,source,notes,total_cal,num_servings,ingredients,calories,proteins,sugar,carbohydrates,fat,consumer_category,ws_case_size,kiosk_ship_qty,pick_station,fc_title,width_space,height_space,depth_space,slotted_width,tag_volume,delivery_option,tag_applied_by,,,,,
3434,Forager Nuts & Vanilla,.,null,null,null,null,6.99,21,87,1470190171,1,0,"drinks;Juice, Smoothies & Blends",Forager,Forager,null,999,1,null,999,null,null,null,null,Drinks,null,null,null,null,null,null,null,null,null,M,null,,,,,
3435,Forager Greens & Apple,.,null,null,null,null,6.99,21,87,1470190157,1,0,"drinks;Juice, Smoothies & Blends",Forager,Forager,null,999,1,null,999,null,null,null,null,Drinks,null,null,null,null,null,null,null,null,null,M,null,,,,,
3436,Forager Roots,.,null,null,null,null,6.99,21,87,1470190141,1,0,"drinks;Juice, Smoothies & Blends",Forager,Forager,null,999,1,null,999,null,null,null,null,Drinks,null,null,null,null,null,null,null,null,null,M,null,,,,,
3445,Odwalla - Odwalla Strawberry C Monster,.,null,null,null,null,3.89,90,87,1517533993,0,0,"Juice, Smoothies & Blends;Drinks",Odwalla,Odwalla,null,240,1,"orange and apple juices from concentrate, strawberry purée from concentrate, banana purée, concord grape juice from concentrate, less than 05% of: natural flavors, vitamin c (ascorbic acid), fruit and vegetable juice (for color), lemon juice concentrate (for tartness), rose hips, pectin and gellan gum",240,1,48,58,0,Drinks,8,1,2,Smoothies & Yogurt Drinks,2.5,7,2.5,2.5,1000,P,null,,,,,
3451,Farm Hill Entrees,.,null,null,null,null,12,2,87,1463010517,1,0,entree;Reheatable Entree,Farm Hill,Farm Hill,null,999,1,null,999,null,null,null,null,Entrees,null,null,null,null,null,null,null,null,null,M,null,,,,,
3453,Mixt Greens - Rooster Sandwich,"grilled chicken, seasonal apple, sharp cheddar, basil pesto, arugula, aïoli, on an herb slab",null,null,null,null,10.95,2,87,1478024983,1,0,sandwiches & wraps / sandwiches,,,null,0,0,null,0,null,null,null,null,Sandwiches & Wraps,null,null,null,null,null,null,null,null,null,M,null,,,,,
3455,Sprogs - Bacon & Egg bites,.,null,null,null,null,2.95,8,87,1449876745,1,0,snacks;Vegetables and healthy snacks,Sprogs,Sprogs,null,999,1,null,999,null,null,null,null,Snacks,null,null,null,null,null,null,null,null,null,M,null,,,,,
3456,Sprogs - Kale & Kimchi bites,.,null,null,null,null,2.95,8,87,1449876756,1,0,snacks;Vegetables and healthy snacks,Sprogs,Sprogs,null,999,1,null,999,null,null,null,null,Snacks,null,null,null,null,null,null,null,null,null,M,null,,,,,
3457,Sprogs - Teriyaki Chicken bites,.,null,null,null,null,2.95,8,87,1449876777,1,0,snacks;Vegetables and healthy snacks,Sprogs,Sprogs,null,999,1,null,999,null,null,null,null,Snacks,null,null,null,null,null,null,null,null,null,M,null,,,,,
3458,Vegetarian Cobb Salad,.,null,null,null,null,7.95,5,87,1469587714,1,0,Lettuce & Vegetable Salad;salads,Delicious!,Delicious!,null,999,1,null,999,null,null,null,null,Soups & Salads,null,null,null,null,null,null,null,null,null,M,null,,,,,
3459,Mixt Greens - Cowboy Salad,"romaine hearts, grilled chicken, roasted red pepper, black beans, sharp cheddar, scallions, point reyes blue cheese dressing with a chipotle honey drizzle",null,null,null,null,10.95,2,87,1478025017,1,0,lettuce & vegetable salad / sal,,,null,0,0,null,0,null,null,null,null,Soups & Salads,null,null,null,null,null,null,null,null,null,M,null,,,,,
3528,Boba Guys - Classic Milk Tea,"We use only the finest ingreadients: premium loose leaf teas, straus family organic milk, and our own housemade syrup. Just making our moms proud.",null,null,null,null,4.99,8,87,1524454848,0,0,Tea;Drinks,Boba Guys,Boba Guys,null,999,1,"black tea, straus organic whole milk, cane sugar",212,4,42,42,4,Drinks,1,1,2,Iced Coffee,null,null,null,null,500,P,V,,,,,
3529,Boba Guys - Jasmine Milk Tea,"We use only the finest ingreadients: premium loose leaf teas, straus family organic milk, and our own housemade syrup. Just making our moms proud.",null,null,null,null,4.99,8,87,1524454848,0,0,Tea;Drinks,Boba Guys,Boba Guys,null,999,1,"Jasmine Green Tea, Straus Organic Whole Milk, Cane Sugar",212,4,42,42,4,Drinks,1,1,2,Iced Coffee,null,null,null,null,500,P,V,,,,,
3541,Noble Spoon - Chicken Picatta,.,null,null,null,null,7.4,7,87,1452015989,1,0,entree;Reheatable Entree,The Noble Spoon,The Noble Spoon,null,999,1,null,999,null,null,null,null,Entrees,null,null,null,null,null,null,null,null,null,M,null,,,,,
3542,Noble Spoon - Campanelle Bolognese,.,null,null,null,null,7.4,7,87,1451936010,1,0,entree;Reheatable Entree,The Noble Spoon,The Noble Spoon,null,999,1,null,999,null,null,null,null,Entrees,null,null,null,null,null,null,null,null,null,M,null,,,,,
3543,Noble Spoon - Mexican Pot Roast,.,null,null,null,null,7.4,7,87,1451935416,1,0,entree;Reheatable Entree,The Noble Spoon,The Noble Spoon,null,999,1,null,999,null,null,null,null,Entrees,null,null,null,null,null,null,null,null,null,M,null,,,,,
3544,Noble Spoon - Chicken Carbonara,.,null,null,null,null,7.4,7,87,1451935453,1,0,entree;Reheatable Entree,The Noble Spoon,The Noble Spoon,null,999,1,null,999,null,null,null,null,Entrees,null,null,null,null,null,null,null,null,null,M,null,,,,,
3545,Matcha Love,.,null,null,null,null,1.99,180,87,1469123096,1,0,drinks;tea,Matcha Love,Good Stuff,null,999,1,null,999,null,null,null,null,Drinks,null,null,null,null,null,null,null,null,null,M,null,,,,,
3546,Hint Water - Blackberry,,null,null,null,null,1.95,180,87,1452029492,1,0,Other Beverage / Drinks,Hint,UNFI,null,null,null,null,null,null,null,null,null,Drinks,null,null,null,null,null,null,null,null,null,M,null,,,,,
3547,Hint Water - Watermelon,,null,null,null,null,1.95,180,87,1452029498,1,0,Other Beverage / Drinks,Hint,UNFI,null,null,null,null,null,null,null,null,null,Drinks,null,null,null,null,null,null,null,null,null,M,null,,,,,
3548,California Grilled Chicken Salad,,null,null,null,null,7.5,2,87,1456192673,1,0,salad,,null,null,null,null,null,null,null,null,null,null,Soups & Salads,null,null,null,null,null,null,null,null,null,M,null,,,,,
3549,Chicken Bento with Dessert,,null,null,null,null,5.95,2,87,1453840110,1,0,entree,,null,null,null,null,null,null,null,null,null,null,Entrees,null,null,null,null,null,null,null,null,null,M,null,,,,,
3552,Tea's Tea - Organic Unsweetened Black Tea,,null,null,null,null,1.99,30,87,1452550665,1,0,drinks,,null,null,null,null,null,null,null,null,null,null,Drinks,null,null,null,null,null,null,null,null,null,M,null,,,,,
3553,Tea's Tea - Unsweetened Green Jasmine,,null,null,null,null,1.99,30,87,1452550747,1,0,drinks,,null,null,null,null,null,null,null,null,null,null,Drinks,null,null,null,null,null,null,null,null,null,M,null,,,,,
3554,Tea's Tea - Peach Ginger Black Tea,,null,null,null,null,1.99,30,87,1452550810,1,0,drinks,,null,null,null,null,null,null,null,null,null,null,Drinks,null,null,null,null,null,null,null,null,null,M,null,,,,,
3597,Urban Remedy - Soothe,.,null,null,null,null,9,14,87,1463017508,1,0,"drinks;Juice, Smoothies & Blends",Urban Remedy,Urban Remedy,null,999,1,null,999,null,null,null,null,Drinks,null,null,null,null,null,null,null,null,null,M,null,,,,,
3599,Nicoise Salad,.,null,null,null,null,8.25,5,87,1494169450,1,0,Other Salad;Salads,Delicious!,Delicious!,null,999,1,null,9999,null,null,null,null,Soups & Salads,4,1,1,null,null,null,null,null,null,M,null,,,,,
3609,Banzo Kale and Quinoa Salad,"Organic Kale, Red Quinoa, Assorted Bell Peppers, Red Onions, Red Cabbage, Organic Parsley. Dressing: Balsamic Vinegar, Organic Garlic, Extra Virgin Olive Oil, Salt, Spices.",null,null,null,null,6.99,7,87,1476730726,1,0,"Sandwiches & Wraps;Sandwiches, Wraps & Burritos",Banzo,Banzo,null,999,1,"Organic Kale, Red Quinoa, Assorted Bell Peppers, Red Onions, Red Cabbage, Organic Parsley. Dressing: Balsamic Vinegar, Organic Garlic, Extra Virgin Olive Oil, Salt, Spices.",999,null,null,null,null,Sandwiches & Wraps,null,null,null,null,null,null,null,null,null,M,null,,,,,
3610,Tofu Fritatta,.,null,null,null,null,7.9,14,87,1469587440,1,0,entree;Reheatable Entree,Nirvana Kitchen,Nirvana Kitchen,null,999,1,null,999,null,null,null,null,Entrees,null,null,null,null,null,null,null,null,null,M,null,,,,,
3611,World Soups Chicken Pho,.,null,null,null,null,6.5,30,87,1469587270,1,0,Soup and Stew;soups,World Soups,World Soups,null,999,1,null,999,null,null,null,null,Soups & Salads,null,null,null,null,null,null,null,null,null,M,null,,,,,
3612,World Soups Beef Pho,.,null,null,null,null,6.5,30,87,1469587359,1,0,Soup and Stew;soups,World Soups,World Soups,null,999,1,null,999,null,null,null,null,Soups & Salads,null,null,null,null,null,null,null,null,null,M,null,,,,,
3613,World Soups Egg Noodle Soup,.,null,null,null,null,6.5,30,87,1469587310,1,0,Soup and Stew;soups,World Soups,World Soups,null,999,1,null,999,null,null,null,null,Soups & Salads,null,null,null,null,null,null,null,null,null,M,null,,,,,
3615,Shakti Coconut Meal,,null,null,null,null,9.25,1,87,1453754956,1,0,entree,,null,null,null,null,null,null,null,null,null,null,Entrees,null,null,null,null,null,null,null,null,null,M,null,,,,,
3616,Shakti 7 Veggie Meal,,null,null,null,null,9.25,1,87,1453754996,1,0,entree,,null,null,null,null,null,null,null,null,null,null,Entrees,null,null,null,null,null,null,null,null,null,M,null,,,,,
3617,Shakti Ayurveda Meal,,null,null,null,null,9.25,1,87,1453755028,1,0,entree,,null,null,null,null,null,null,null,null,null,null,Entrees,null,null,null,null,null,null,null,null,null,M,null,,,,,
3653,Pop and Bottle - Iced Coffee,.,null,null,null,null,4.99,20,87,1505197582,1,0,Coffee;Drinks,Pop and Bottle,Pop and Bottle,null,130,1,"organic almond milk (water, organic almonds), organic dates, organic cold brew coffee(water, organic coffee beans), pink himalayan salt",130,4,13,17,7,Drinks,6,1,2,Iced Coffee,null,null,null,null,null,M,null,,,,,
3654,Pop and Bottle - Vanilla Bean Almond Milk,"100% pure, organic and abundant in almonds, delicately sweetened with organic dates. Shake well before drinking.",null,null,null,null,3.99,42,87,1516320926,1,0,"Juice, Smoothies & Blends;Drinks",Pop and Bottle,Pop and Bottle,null,150,1,"organic almond milk (water, organic almonds), organic dates, organic vanilla bean extract, pink himalayan salt",150,4,13,21,7,Drinks,6,1,2,Milk,null,null,null,null,null,M,null,,,,,
3655,Pop and Bottle - Cacao Almond Milk,.,null,null,null,null,4.99,20,87,1505197582,1,0,"Juice, Smoothies & Blends;Drinks",Pop and Bottle,Pop and Bottle,null,140,1,"organic almond milk (water, organic almonds), organic dates, organic cocoa powder pink himalayan salt",140,4,13,19,7,Drinks,6,1,2,Milk,null,null,null,null,null,M,null,,,,,
3717,Living Apothecary Red Raspberry Leaf Ginger,.,null,null,null,null,3.99,50,87,1469629103,1,0,drinks;Kombucha,Living Apothecary,Living Apothecary,null,999,1,null,999,null,null,null,null,Drinks,null,null,null,null,null,null,null,null,null,M,null,,,,,
3718,Living Apothecary Honeysuckle Nectarine,.,null,null,null,null,3.99,50,87,1469629130,1,0,drinks;Kombucha,Living Apothecary,Living Apothecary,null,999,1,null,999,null,null,null,null,Drinks,null,null,null,null,null,null,null,null,null,M,null,,,,,
3719,Living Apothecary Hibiscus Apricot,.,null,null,null,null,3.99,50,87,1469629219,1,0,drinks;Kombucha,Living Apothecary,Living Apothecary,null,999,1,null,999,null,null,null,null,Drinks,null,null,null,null,null,null,null,null,null,M,null,,,,,
3721,Little Green Cyclo Chicken Banh Mi,.,null,null,null,null,7.99,7,87,1469629367,1,0,"Sandwiches & Wraps;Sandwiches, Wraps & Burritos",Little Green Cyclo,Little Green Cyclo,null,999,1,null,999,null,null,null,null,Sandwiches & Wraps,null,null,null,null,null,null,null,null,null,M,null,,,,,
3722,Little Green Cyclo Papaya Salad,.,null,null,null,null,8,7,87,1469629478,1,0,Other Salad;salads,Little Green Cyclo,Little Green Cyclo,null,999,1,null,999,null,null,null,null,Soups & Salads,null,null,null,null,null,null,null,null,null,M,null,,,,,
3723,Little Green Cyclo Vermicelli (Rice Noodle) Salad,.,null,null,null,null,8,7,87,1469629564,1,0,Other Salad;salads,Little Green Cyclo,Little Green Cyclo,null,999,1,null,999,null,null,null,null,Soups & Salads,null,null,null,null,null,null,null,null,null,M,null,,,,,
3735,Project Juice Soba Protein Noodles,.,null,null,null,null,10.95,4,87,1469644906,1,0,Other Salad;salads,Project Juice,Project Juice,null,999,1,null,999,null,null,null,null,Soups & Salads,null,null,null,null,null,null,null,null,null,M,null,,,,,
3736,Project Juice Roasted Veggie Salad,.,null,null,null,null,11.95,4,87,1470189527,1,0,Other Salad;salads,Project Juice,Project Juice,null,999,1,null,999,null,null,null,null,Soups & Salads,null,null,null,null,null,null,null,null,null,M,null,,,,,
3737,Project Juice Green Lemon,.,null,null,null,null,9,21,87,1494169450,1,0,"Juice, Smoothies & Blends;Drinks",Project Juice,Project Juice,null,110,1,"kale, romaine, spinach, celery, cucumber, green apple, lemon",110,2,16,26,0,Drinks,1,1,1,null,null,null,null,null,null,M,null,,,,,
3738,Project Juice Master,.,null,null,null,null,7,21,87,1469630079,1,0,"drinks;Juice, Smoothies & Blends",Project Juice,Project Juice,null,50,1,null,50,null,null,null,null,Drinks,null,null,null,null,null,null,null,null,null,M,null,,,,,
3739,Project Juice Immunity,.,null,null,null,null,9,21,87,1480605315,1,0,"drinks;Juice, Smoothies & Blends",Project Juice,Project Juice,null,170,1,"Orange, Grapefruit, Lemon, Ginger, Cayenne.",170,4,16,21,0,Drinks,null,null,null,null,null,null,null,null,null,M,null,,,,,
3755,Pop and Bottle Chai Spice Almond Milk,.,null,null,null,null,4.99,20,87,1494779599,1,0,"Juice, Smoothies & Blends;Drinks",Pop and Bottle,Pop and Bottle,null,999,1,"organic almonds, organic medjool date, organic cinnamon, organic cardamom, organic ginger, organic turmeric, pink himalayan salt, vanilla bean + purified water",9999,null,null,null,null,Drinks,6,1,2,null,null,null,null,null,null,M,null,,,,,
3756,Little Green Cyclo Pork Banh Mi,.,null,null,null,null,7.99,7,87,1469630348,1,0,"Sandwiches & Wraps;Sandwiches, Wraps & Burritos",Little Green Cyclo,Little Green Cyclo,null,999,1,null,999,null,null,null,null,Sandwiches & Wraps,null,null,null,null,null,null,null,null,null,M,null,,,,,
3799,Banzo Asparagus Mushroom Stew,*Veg,null,null,null,null,7.25,9,87,1476730597,1,0,Soup and Stew;soups,Banzo,Banzo,null,999,1,null,999,null,null,null,null,Soups & Salads,null,null,null,null,null,null,null,null,null,M,null,,,,,
3800,Project Juice Caesar Salad,.,null,null,null,null,8.95,4,87,1469644473,1,0,Lettuce & Vegetable Salad;salads,Project Juice,Project Juice,null,999,1,null,999,null,null,null,null,Soups & Salads,null,null,null,null,null,null,null,null,null,M,null,,,,,
3801,Project Juice Quinoa Protein Oats,"Quinoa. GF Oats, Chia Seeds, Almond Mylk, Candied Walnuts, Maple Syrup, Vanilla - Gluten Free / Vegan / Dairy Free",null,null,null,null,6.95,4,87,1469630964,1,0,snacks;Sweet Snacks & Dessert,Project Juice,Project Juice,null,999,1,"Quinoa, GF Oats, Chia Seeds, Almond Milk, Candied Walnuts, Maple Syrup, Vanilla.",999,null,null,null,null,Desserts,null,null,null,null,null,null,null,null,null,M,null,,,,,
3802,Project Juice Acai Chia Pudding,.,null,null,null,null,6.95,4,87,1463013570,1,0,snacks;Sweet Snacks & Dessert,Project Juice,Project Juice,null,999,1,null,999,null,null,null,null,Desserts,null,null,null,null,null,null,null,null,null,M,null,,,,,
3803,Yogurt Parfait,.,null,null,null,null,5.5,5,87,1469631235,1,0,snacks;Yogurt & Dairy,Delicious!,Delicious!,null,999,1,null,999,null,null,null,null,Breakfast,null,null,null,null,null,null,null,null,null,M,null,,,,,
3804,Yogurt Parfait with Blueberry,.,null,null,null,null,5.5,5,87,1469631351,1,0,snacks;Yogurt & Dairy,Delicious!,Delicious!,null,999,1,null,999,null,null,null,null,Breakfast,null,null,null,null,null,null,null,null,null,M,null,,,,,
3813,TOAK - Pomegranate Acai White Tea,.,null,null,null,null,2.99,365,87,1516745055,1,0,Tea;Drinks,TOAK,UNFI,null,0,1,null,0,0,0,0,0,Drinks,12,1,2,Tea,null,null,null,null,null,M,null,,,,,
3814,TOAK - Peach Ginger Black Tea,.,null,null,null,null,2.99,365,87,1516745055,1,0,Tea;Drinks,TOAK,UNFI,null,0,2,"water, brewed black tea, natural flavor, citric acid, monk fruit, reb-a (stevia) ascorbic acid (vitamin c)",0,0,0,0,0,Drinks,12,1,2,Tea,null,null,null,null,null,M,null,,,,,
3815,Sonoma Muffin - Breakfast Burrito with Bacon,.,null,null,null,null,6.99,9,87,1524454849,0,0,"Breakfast Burritos, Sandwiches & Wraps;Sandwiches, Wraps & Burritos",Sonoma Muffin,Sonoma Muffin,null,550,1,"cooked potaoes, scrambled eggs, flour tortilla, cheese (cheddar, monterey jack) powdered cellulose, potato starch or corn starch, diced bacon",550,25,2,39,31,Breakfast,12,1,3,Breakfast Burritos_Meat,3,6,3,3,2000,P,W,,,,,
3816,Sonoma Muffin - Breakfast Burrito with Sausage,* Spicy,null,null,null,null,6.99,9,87,1524454849,0,0,"Breakfast Burritos, Sandwiches & Wraps;Sandwiches, Wraps & Burritos",Sonoma Muffin,Sonoma Muffin,null,530,1,"cooked potaoes, scrambled eggs, flour tortilla, cheese (cheddar, monterey jack) picante sauce, , crushed red chilli, powdered cellulose, potato starch or corn starch, sausage",530,23,2,39,30,Breakfast,12,1,3,Breakfast Burritos_Meat,3,6,3,3,2000,P,W,,,,,
3817,Guayaki - Mint Organic Yerba Mate,.,null,null,null,null,2.99,180,87,1504452066,1,0,Tea;Drinks,Guayaki,Morris Distributing,null,50,1,"purified water, organic cane sugar, organic lemon juice and citric acid",50,0,10,10,0,Drinks,12,1,2,Tea,2.5,7.25,2.5,2.5,null,M,null,,,,,
3818,Guayaki - Raspberry Organic Yerba Mate,.,null,null,null,null,2.99,180,87,1504452066,1,0,Tea;Drinks,Guayaki,Morris Distributing,null,60,1,"purified water, organic cane sugar, organic rasberry juice concentrate,organic cranberry concentrate, natural flavor and citric acid",60,0,12,12,0,Drinks,12,1,2,Tea,2.5,7.25,2.5,2.5,null,M,null,,,,,
3819,Guayaki - Pomegranate Organic Yerba Mate,.,null,null,null,null,2.99,180,87,1504452066,1,0,Tea;Drinks,Guayaki,Morris Distributing,null,999,2,null,55,0,13,13,0,Drinks,12,1,2,Tea,2.5,7.25,2.5,2.5,null,M,null,,,,,
3821,Chinese Salad with Tofu,.,null,null,null,null,7.95,5,87,1469734866,1,0,Lettuce & Vegetable Salad;salads,Delicious!,Delicious!,null,999,1,null,999,null,null,null,null,Soups & Salads,null,null,null,null,null,null,null,null,null,M,null,,,,,
3858,The Town Kitchen - Town Kitchen Weekly Special Entree,"Ancho Chile Beef Burrito Bowl w/ Shredded Cheddar, Corn, Olives & Avocado-Lime Dressing",null,null,null,null,7.25,4,87,1505197581,1,0,Ready-to-Eat Entree;Entrees,The Town Kitchen,The Town Kitchen,null,999,1,null,9999,null,null,null,null,Entrees,1,1,1,Entree_Meat,null,null,null,null,null,M,null,,,,,
3859,The Town Kitchen - Town Kitchen Weekly Special Salad,"Winter Spinach Salad w/ Feta, Cranberries, Poached Pear, Pickled Onions, Cucumber & Honey Orange Dressing",null,null,null,null,5.99,4,87,1510290115,1,0,Lettuce & Vegetable Salad;Salads,The Town Kitchen,The Town Kitchen,null,999,1,null,9999,null,null,null,null,Soups & Salads,1,1,1,Salads_Meat,7.25,6.5,2,6.5,null,M,null,,,,,
3860,Crudites with Hummus,.,null,null,null,null,4.2,5,87,1494169449,1,0,Vegetables and healthy snacks;Snacks,Delicious!,Delicious!,null,999,1,null,9999,null,null,null,null,Snacks,6,1,2,null,null,null,null,null,null,M,null,,,,,
3876,Project Juice Spring Rolls,.,null,null,null,null,8.95,4,87,1469735596,1,0,snacks;Vegetables and healthy snacks,Project Juice,Project Juice,null,999,1,null,999,null,null,null,null,Snacks,null,null,null,null,null,null,null,null,null,M,null,,,,,
3877,Rustic Bakery - Sourdough Baguette with Ham and Brie,"Zoe's Smoked Ham, Marin French Brie Cheese, Strauss Organic Butter on a Rustic Bakery Sourdough Baguette Roll",null,null,null,null,6.75,7,87,1494169450,1,0,"Sandwiches & Wraps;Sandwiches, Wraps & Burritos",Rustic Bakery,Rustic Bakery,null,999,1,"smoked ham, marin french brie cheese, strauss organic butter,  sourdough baguette roll",9999,null,null,null,null,Sandwiches & Wraps,1,1,3,null,null,null,null,null,null,M,null,,,,,
3878,Rustic Bakery - Breakfast Panini with Organic Eggs Ham & Cheese,"Scrambled Organic Eggs, Zoe's Smoked Ham, Provolone & Gruyere Cheese on a Rustic Bakery Focaccia Roll",null,null,null,null,6.99,7,87,1522797353,1,0,"Breakfast Burritos, Sandwiches & Wraps;Sandwiches, Wraps & Burritos",Rustic Bakery,Rustic Bakery,null,999,1,"scrambled organic eggs, smoked ham, provolone & gruyere cheese focaccia roll",580,29,0,57,26,Breakfast,1,1,3,Breakfast Sandwiches_Meat,5,2.5,4.5,2.5,500,P,V,,,,,
3894,Little Green Cyclo Cabbage Salad with Eggplant,.,null,null,null,null,8,7,87,1469736105,1,0,Lettuce & Vegetable Salad;salads,Little Green Cyclo,Little Green Cyclo,null,999,1,null,999,null,null,null,null,Soups & Salads,null,null,null,null,null,null,null,null,null,M,null,,,,,
3903,The Town Kitchen - Town Kitchen Weekly Special Sandwich,"Farmers' Sando w/ Roasted Mushroom, Basil Aioli, Mozzarella, Arugula",null,null,null,null,5.99,4,87,1510290115,1,0,"Sandwiches & Wraps;Sandwiches, Wraps & Burritos",The Town Kitchen,The Town Kitchen,null,999,1,"telera bread, squash, mushroom, bell pepper, eggplant, mozzerella, arugula, balsamic, basil, mayo, egg, olive oil, salt, pepper",9999,null,null,null,null,Sandwiches & Wraps,1,1,1,Other Sandwiches,7.25,6.5,2.5,6.5,null,M,null,,,,,
3904,The Town Kitchen - Town Kitchen Weekly Special Vegetarian Sandwich,"Seared Falafel Burger w/ Dill Tzatziki, Cucumber Slaw & Pickled Onions",null,null,null,null,6.75,4,87,1505197581,1,0,"Sandwiches & Wraps;Sandwiches, Wraps & Burritos",The Town Kitchen,The Town Kitchen,null,999,1,null,9999,null,null,null,null,Sandwiches & Wraps,1,1,1,Entree_Veg,7.25,6.5,2.5,6.5,null,M,null,,,,,
3916,Odwalla - Odwalla Vanilla Protein,.,null,null,null,null,3.89,90,87,1517533993,0,0,"Juice, Smoothies & Blends;Drinks",Odwalla,Odwalla,null,370,1,"soymilk (water and soybeans), filtered water, cane sugar, milk protein concentrate, isolated soy protein, less than 2% of: vanilla extract, tricalcium phosphate, carrageenan, sea salt, agar, zinc gluconate, vitamin b6 (pyridoxine hydrochloride) and vitamin b12 (cyanocobalamin)",370,32,43,46,6,Drinks,8,1,2,Smoothies & Yogurt Drinks,2.5,7,2.5,2.5,1000,P,null,,,,,
3925,BOXiChef - Chicken Banh Mi Sandwich,Seasoned Mary's Free Range Chicken and Pickled Carrots on Sliced Sourdough,null,null,null,null,9.25,4,87,1470634472,1,0,"Sandwiches & Wraps;Sandwiches, Wraps & Burritos",BOXiChef,BOXiChef,null,999,1,"Free Range Chicken, Pickled Carrots, Sliced Sourdough.",999,null,null,null,null,Sandwiches & Wraps,null,null,null,null,null,null,null,null,null,M,null,,,,,
3926,BOXiChef - Prosciutto Caprese Sandwich,"Prosciutto, Fresh Mozzarella, Tomato, Pesto on Sliced Sourdough",null,null,null,null,9.25,4,87,1470634621,1,0,"Sandwiches & Wraps;Sandwiches, Wraps & Burritos",BOXiChef,BOXiChef,null,999,1,"Prosciutto, Fresh Mozzarella, Tomato, Pesto, Sourdough.",999,null,null,null,null,Sandwiches & Wraps,null,null,null,null,null,null,null,null,null,M,null,,,,,
3927,BOXiChef - Veggie Sandwich,"Mixed vegetables, provolone cheese, pesto spread on sliced sourdough *Veg",null,null,null,null,9,4,87,1470634451,1,0,"Sandwiches & Wraps;Sandwiches, Wraps & Burritos",BOXiChef,BOXiChef,null,999,1,"Mixed vegetables, Provolone Cheese, Pesto Spread, Sourdough.",999,null,null,null,null,Sandwiches & Wraps,null,null,null,null,null,null,null,null,null,M,null,,,,,
3929,Boulder Organic - Roasted Basil Tomato Soup,.,null,null,null,null,7.99,60,87,1470188823,1,0,Soup and Stew;soups,Boulder Organic,UNFI,null,999,1,null,999,null,null,null,null,Soups & Salads,null,null,null,null,null,null,null,null,null,M,null,,,,,
3930,Boulder Organic - Carrot Ginger with Coconut,.,null,null,null,null,7.99,60,87,1470188804,1,0,Soup and Stew;soups,Boulder Organic,UNFI,null,999,1,null,999,null,null,null,null,Soups & Salads,null,null,null,null,null,null,null,null,null,M,null,,,,,
3931,Boulder Organic - Cuban Black Bean Soup,.,null,null,null,null,7.99,60,87,1470188774,1,0,Soup and Stew;soups,Boulder Organic,UNFI,null,999,1,null,999,null,null,null,null,Soups & Salads,null,null,null,null,null,null,null,null,null,M,null,,,,,
3932,Califia Farms - Dirty Chai Iced Coffee with Almond Milk,"Cold Brew and Almondmilk with Sweet, Spicy Chai",null,null,null,null,3.5,90,87,1504452067,1,0,Coffee;Drinks,Califia Farms,UNFI,null,110,1,"coffee*(filtered water, coffee extract) almondmilk (filtered water, almonds) tea (water, black tea extract, darjeeling tea extract) pure cane sugar, cocoa powder (processed with alkkali) ginger, calcium carbonate, gellan gum, locust bean gum, potassium citrate, natural flavors, sunflower lecithin, sea salt,",110,2,13,17,4,Drinks,8,1,2,Iced Coffee,null,null,null,null,null,M,null,,,,,
3933,Califia Farms - XX Espresso Pure Iced Coffee with Almond Milk,Cold brew coffee with a double dose of caffeine and almond milk,null,null,null,null,3.99,90,87,1516745055,1,0,Coffee;Drinks,Califia Farms,UNFI,null,110,1,"coffee*(filtered water, coffee extract) almondmilk (filtered water, almonds) pure cane sugar, cocoa powder (processed with alkkali) vitamins/minerals blend [vitamin a, vitamin e, vitamin d2, vitamin b2, vitamin b12, zinc sulfate, calcium carbonate, gellan gum, locust bean gum, potassium citrate, natural flavors, sunflower lecithin, sea salt,",110,2,13,17,4.5,Drinks,8,1,2,Iced Coffee,null,null,null,null,null,M,null,,,,,
3934,Califia Farms - Cocoa Noir Iced Coffee with Almond Milk,"Cold Brew Coffee, double dark chocolate, and creamy smooth Almondmilk",null,null,null,null,3.99,90,87,1516745055,1,0,Coffee;Drinks,Califia Farms,UNFI,null,120,1,"coffee*(filtered water, coffee extract) almondmilk (filtered water, almonds) pure cane sugar, cocoa powder (processed with alkkali) vitamins/minerals blend [vitamin a, vitamin e, vitamin d2, vitamin b2, vitamin b12, zinc sulfate, calcium carbonate, gellan gum, locust bean gum, potassium citrate, natural flavors, sunflower lecithin, sea salt,",120,2,16,22,4.5,Drinks,8,1,2,Iced Coffee,null,null,null,null,null,M,null,,,,,
3947,The Town Kitchen - Town Kitchen Weekly Special Wrap,"Chicken Fajita Wrap w/ Chipotle Black Beans, Caramelized Onions, & Roasted Peppers",null,null,null,null,5.99,4,87,1505197581,1,0,"Sandwiches & Wraps;Sandwiches, Wraps & Burritos",The Town Kitchen,The Town Kitchen,null,999,1,null,9999,null,null,null,null,Sandwiches & Wraps,1,1,1,Burritos and Wraps_Meat,2.25,7.5,2.25,2.25,null,M,null,,,,,
